"ï»¿""Data Source""",World Development Indicators,

Last Updated Date,2020-12-16,

Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
Canada,CAN,educ spending per person (current US$ per capita),,,,,,,,,,,,,34851.31380466504,38759.2978471703,41089.57548710066,47048.24173793489,48394.35740758925,59206.98128443928,60056.74138304971,64756.95098225301,67440.6705448457,72437.42288638523,79337.43605745201,81371.08628961767,92370.61850025464,92205.43766695916,87693.46739558503,87405.44907011632,103145.40970283079,116957.52790875881,126330.54993819562,128518.37229857197,149859.81078895298,141376.19663919558,155018.65523051177,133168.743965863,130370.87110641223,,,115487.17923041392,123423.25628287054,131643.3362824494,117968.31687162195,121105.75501557844,,,173430.3391994417,,212931.78152881959,216117.17284693985,197856.99549455487,254792.49968909644,274732.10089562164,,,,,,,,,,
Central Europe and the Baltics,CEB,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12268.457079795886,12288.663157162968,13780.33212212982,16659.43101426864,16444.453321573095,,20327.491588171528,18271.41260619028,19214.808336908503,22100.35646828447,25564.884073105557,30160.04156717084,34860.011593746465,40220.052823361686,44663.04680378905,55143.48643990736,70513.76930381932,61006.4820658573,60032.35063285937,63850.48115191868,58133.80984345581,62596.620509540735,65355.76536494903,60216.78255726005,59693.159298094484,58297.11086732811,,,,
Switzerland,CHE,educ spending per person (current US$ per capita),,,,,,,,,,,,13720.8397214473,16904.455682747845,21524.322468475573,30753.726450512742,37047.1587825755,45179.88555735433,48605.55193505933,52354.17018110228,71161.7439620413,79413.10833848195,82114.0284391642,74138.71858213712,76736.88892559291,77994.40540619101,71823.92060906936,71603.79355635845,102977.97150489422,126825.98390508984,138307.09187817964,129716.96609917271,173809.28783404027,179732.50506916325,,194011.24096299487,211532.75419661097,246204.21368055727,236741.2501321091,,202797.66349624592,198451.93244001374,181063.60747280798,191146.05994391997,219886.15853736998,265624.2605839947,290476.05357881857,285979.21677452815,285685.2937680482,297907.53858658613,352870.1103937614,352516.9663123755,367511.5262242562,439413.2999330884,420478.82236528216,429007.6862003756,437464.61588884215,418662.94860474864,409257.60866265144,412723.748952912,,,,
Channel Islands,CHI,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,,5830.837826232195,2586.7653404974035,,,4427.411174225379,6746.278798484124,10730.464608559987,14642.694479430038,,,,,,4969.852891791064,,,5613.0818263298825,,,8426.863733893262,10108.108888202303,13098.632244107754,14959.390350099591,17307.708705850477,18192.39687583549,18488.64401102607,19161.965952490817,,18146.082629578515,18915.861683155883,21919.805796995173,24792.69586519315,28597.42167154567,33752.3613023126,40774.23324389915,43190.31086422861,53308.19042625194,59210.415742348465,,71759.48998616001,69407.75034487006,66178.294909968,73471.83931256442,81288.48351711854,,,,
China,CHN,educ spending per person (current US$ per capita),,,,,,,,,,,,,164.7803516501518,211.64147043791442,259.32793434840244,282.03072646558934,304.69700373275293,300.47074968002806,324.40465778372305,306.3555036514327,395.20502296120236,372.4471568205918,384.0548565424493,413.6808463298578,468.20408907871837,501.0844717009465,591.3146176922694,581.208890025642,454.33172382777093,500.2115155926068,,,,606.3311920255987,625.6557556032072,940.2183645317577,1122.938841650018,1314.820344219973,,1528.1757965965812,1648.8008573488894,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,educ spending per person (current US$ per capita),,,,,,,,,,,,1673.23952028853,,2498.086664714743,3025.4796646014597,2854.035061928997,4120.542634711541,4487.187239684628,,7259.262542786305,9791.812869480444,8688.73772509445,,,,,,,,,,,,5902.854600563914,5412.376181514071,2898.419742294242,3332.209311351502,3357.5931366793757,3122.841852429046,3064.4915429370844,3160.693275588835,2412.222164004029,2438.603608530643,2944.6817662489602,3458.7644797142043,3809.417222085884,3823.274583139724,3801.3279931635484,4524.720930712491,5385.83148036866,5361.874652025634,5523.860051769468,5000.572552831852,5786.331511303431,6695.65767182019,7147.49021962718,6892.391583214168,7997.79958132796,8029.2490711993805,7534.618631698212,,,
Cameroon,CMR,educ spending per person (current US$ per capita),,,,,,,,,,,,,568.1201942227736,700.9520911353042,,,,,,,,,,2384.544533658161,2729.715108824722,2595.627561065535,,2910.1754859597813,3360.099044823014,3062.2671239742517,2582.713011088803,3111.721496955279,3298.8814382635537,2508.200585327326,,,,,,,,1156.9334737452102,1578.3858180073487,,2677.040249475877,3043.604911656171,2921.469867014308,2911.7967423243285,3672.0392865661383,3581.8776622711885,4087.9732584758726,3851.3901715789757,3887.5728516795357,3653.4533801235575,4056.9175055391797,4145.221156410436,3674.5946672759046,3621.24606969516,4495.958597188917,4804.806794814361,,,
"Congo, Dem. Rep.",COD,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,,,,,,,,1238.2061380496752,1175.4298695540201,1379.002392618333,503.5469729929179,190.00699262669804,198.81868246811203,190.61817110960607,209.27567553824076,222.55549805340883,,,,,,,,,,,,,,,,,,,,,,509.3762007066703,,,944.417418062093,949.9308973175154,1079.3966038079843,998.5785205318539,679.5696501290979,,,,
"Congo, Rep.",COG,educ spending per person (current US$ per capita),,,,,,,,,,,,1187.8626754362003,1309.1132983366751,,1959.842519540403,,3865.3408183887946,,,4407.821096780685,4885.710737403282,6101.222908990528,,,,,,,,,,,,,,4283.776586565329,3837.5463080910154,,,2686.9800748609387,,,,2940.6978722495232,2916.74406509389,3035.4257397130445,3369.7573824239516,,,,,19138.641200322872,,,,15081.354004078434,11228.031888129251,,11975.129737249274,9050.439535103327,,,
